,title,addr,scene_in_the_work
2114,僕は友達が少ない,愛知県名古屋市中区,名古屋駅コンコース(正面が４つのエスカレーター、両端がJR名古屋髙島屋)
2115,僕は友達が少ない,群馬県高崎市八島町222,駅前/3話/高崎駅西口
2116,僕は友達が少ない,神奈川県小田原市城山1丁目1−1,合宿に向かう/10話/小田急小田原駅
2117,僕は友達が少ない,岐阜県岐阜市市橋4-14-20,隣人部のメンバーでカラオケに行った時に登場した駅/6話/西岐阜駅
2118,僕は友達が少ない,滋賀県犬上郡豊郷町八目11-1,近江鉄道豊郷駅(実写ロケ地)
2119,僕は友達が少ない,滋賀県彦根市古沢町40-1,近江鉄道彦根駅(実写ロケ地)
2120,僕は友達が少ない,滋賀県彦根市河原三丁目4-36,ひこね街の駅 戦國丸(実写ロケ地)
2121,僕は友達が少ない,神奈川県小田原市根府川109,合宿に向かう途中駅/10話/JR根府川駅
2122,僕らはみんな河合荘,岐阜県岐阜市長良福光2695−2,長良川河川敷/1話
2123,僕らはみんな河合荘,岐阜県岐阜市長良福光2605−6,僕らはみんな河合荘OP
2124,僕らはみんな河合荘,岐阜県岐阜市福光西2-5-16,岐阜市内　三洋堂書店/5話
2125,僕らはみんな河合荘,岐阜県岐阜市千畳敷下257,岐阜金華山ロープウェイ/5話
2126,僕らはみんな河合荘,岐阜県岐阜市金華山天守閣18,岐阜城/１話・４話
2127,僕らはみんな河合荘,岐阜県岐阜市米屋町25,桂翠館
2128,僕らはみんな河合荘,岐阜県岐阜市湊町,独身医師の集いの会場になっていた場所/11話/時季の藏（十八楼）
2129,僕らはみんな河合荘,岐阜県岐阜市,岐阜市内（長良橋）/ED
2130,僕らはみんな河合荘,岐阜県岐阜市,東材木町交差点/OP
2131,僕らはみんな河合荘,岐阜県岐阜市大宮町,忠節用水分水樋門（ロボット水門）
2132,ポケットモンスター,愛知県名古屋市中区栄三丁目16番1号松坂屋名古屋店 本館5階,ポケモンセンター/ポケモンセンターナゴヤ
2133,ポケットモンスター,東京都港区海岸1−2−3汐留芝離宮ビルディング 2F,ポケモンセンター/ポケモンセンタートウキョー
2134,ポケットモンスター,宮城県仙台市青葉区中央1丁目2-3仙台PARCO 8F,ポケモンセンター/ポケモンセンタートウホク
2135,ポケットモンスター,"千葉県船橋市浜町2-1-1三井ショッピングパーク
ららぽーとTOKYO-BAY 西館2階",ポケモンセンター/ポケモンセンタートウキョーベイ
2136,ポケットモンスター,神奈川県横浜市西区みなとみらい2-2-1ランドマークプラザ4F,ポケモンセンター/ポケモンセンターヨコハマ
2137,ポケットモンスター,大阪府大阪市北区梅田3-1-1大丸梅田店 13F,ポケモンセンター/ポケモンセンターオーサカ
2138,ポケットモンスター,福岡県福岡市博多区博多駅中央街1番1号JR博多シティ8Ｆ,ポケモンセンター/ポケモンセンターフクオカ
2139,ポケットモンスター,東京都港区六本木6-10-1六本木ヒルズ森タワー18F,株式会社ポケモン
2140,ポケットモンスター,北海道札幌市中央区北5条西2丁目札幌エスタ9F,ポケモンセンター/ポケモンセンターサッポロ
2141,星空へ架かる橋,岐阜県高山市一之宮町,山比古駅/飛騨一ノ宮駅
2142,星空へ架かる橋,岐阜県高山市一之宮町山腰1615,旅館よろづよ/民宿　甚左衛門
2143,星空へ架かる橋,岐阜県高山市一之宮町３０７２,宮中学校旧校舎（取壊し済み）
2144,星空へ架かる橋,岐阜県高山市一之宮町２６８３,通学路の橋
2145,星空へ架かる橋,岐阜県高山市一之宮町５２９０,飛騨一ノ宮水無神社
2146,星空へ架かる橋,岐阜県高山市上三之町１０,酒造場
2147,星空へ架かる橋,岐阜県高山市片原町７５,喫茶バグパイプ
2148,星空へ架かる橋,岐阜県高山市本町１丁目４７,漬物屋の前
2149,星空へ架かる橋,岐阜県高山市河原町,中橋
2150,火垂るの墓,兵庫県神戸市東灘区御影石町4丁目4−1,御影公会堂/火垂るの墓記念碑
2151,火垂るの墓,兵庫県西宮市大井手町,清太が妹の節子を連れて逃げた場所/夙川河口
2152,火垂るの墓,兵庫県西宮市奥畑,清太と節子が一月余の短い生活を過ごしたところ/満地谷、ニテコ池
2153,火垂るの墓,兵庫県西宮市大浜町1−4,回生病院
2154,火垂るの墓,兵庫県神戸市中央区三宮町,清太が死んだ場所/三宮駅構内
2155,ホッタラケの島〜遥と魔法の鏡〜,埼玉県入間市宮寺1,遥が願掛けに行った神社/全話共通/出雲祝神社
2156,ホッタラケの島〜遥と魔法の鏡〜,埼玉県入間市宮寺,テオを追いかけて行った場所/全話共通/ハタヤの稲荷
2157,WHITE ALBUM2,東京都市川市市川4丁目,通学シーン/2話/江戸川河川敷東岸
2158,WHITE ALBUM2,東京都江戸川区北小岩4丁目,通学シーン/2話/京成江戸川鉄橋
2159,WHITE ALBUM2,千葉県市川市市川1丁目4−17アクティオーレ市川 5F,雪菜のヒトカラ通い/2話/カラオケ コート・ダジュール　市川駅前店
2160,WHITE ALBUM2,埼玉県川越市並木,雪菜の家の最寄駅「末次町駅」/3話/南古谷駅
2161,WHITE ALBUM2,東京都新宿区西新宿1丁目,10話/新宿駅西口
2162,WHITE ALBUM2,東京都新宿区新宿3丁目24−3,御宿駅/9話/新宿駅東口・スタジオアルタ前
2163,WHITE ALBUM2,東京都新宿区新宿3−14−1,9話/伊勢丹新宿本店
2164,WHITE ALBUM2,千葉県成田市古込1−1,冬馬を迎えに行くシーン/10話/成田空港
2165,マーマレード・ボーイ,北海道函館市高松町511,小石川光希（國府田マリ子）たちの修学旅行先/函館空港
2166,マーマレード・ボーイ,北海道函館市大手町5−10,小石川光希（國府田マリ子）たちの修学旅行先/函館国際ホテル
2167,マーマレード・ボーイ,北海道函館市五稜郭町,函館五稜郭
2168,マーマレード・ボーイ,北海道函館市上湯川町346,トラピスチヌ修道院
2169,マーマレード・ボーイ,北海道函館市,函館山頂上
2170,舞-Hime-,愛媛県今治市吉海町椋名,来島海峡大橋周辺
2171,マイマイ新子と千年の魔法,山口県防府市戎町1-1-1,新子と島津貴伊子が父親と共に降り立った駅/防府駅
2172,マイマイ新子と千年の魔法,山口県防府市東松崎町1-1,新子が通った学校/松崎小学校
2173,マイマイ新子と千年の魔法,山口県防府市惣社町6-2,新子と貴伊子の遊び場/佐波神社
2174,マイマイ新子と千年の魔法,山口県防府市国衙･周防国衙跡,新子たちが集まったり、死んだ金魚を埋めた場所/国聽の碑
2175,魔女の宅急便,,キキが最初に降り立った舞台/ホバート
2176,魔女の宅急便,Melbourne VIC 3000 ｵｰｽﾄﾗﾘｱ,時計塔のモデルになった場所/フリンダースストリート駅
2177,魔女の宅急便,"15 Church Street, Ross, Tasmania 7209, Australia",キキが修行したぐぅちょきぱー店/ROSS BAKERY INN
2178,マジンボーン,埼玉県川越市大手町,埼玉県川越市の小江戸にある時計台/1話
2179,マジンボーン,埼玉県川越市大手町13-18,埼玉りそな銀行川越支店
2180,マジンボーン,東京都練馬区大泉町5-15-5,主人公が住んでいる神社/大泉氷川神社
2181,マジンボーン,東京都練馬区大泉町3-5-7,主人公が通う高校/東京都立大泉桜高等学校
2182,マジンボーン,千葉県浦安市弁天4丁目,京葉線荒川橋梁/4話
2183,マジンボーン,東京都江戸川区臨海,葛西海浜公園/4話
2184,マブラヴ,神奈川県横浜市中区山下町279,ヒロインとデートする場所/山下公園
2185,マブラヴ,神奈川県横浜市南区清水ケ丘87-2,マブラブに登場するあの丘/清水ヶ丘公園
2186,魔法科高校の劣等生,神奈川県横浜市西区みなとみらい1−1−1,全国高校生魔法学論文コンペティションの会場/パシフィコ横浜
2187,魔法科高校の劣等生,神奈川県横浜市中区山下町,おそらく克人がベイヒルズタワーに向かった道/山下公園通り
2188,魔法科高校の劣等生,宮城県仙台市青葉区,第五校
2189,魔法科高校の劣等生,神奈川県横浜市中区山下町279-1,山下埠頭
2190,魔法科高校の劣等生,神奈川県横浜市中区桜木町1丁目,一高地上組が向かった先で、シェルターがある場所/桜木町駅前
2191,魔法科高校の劣等生,神奈川県横浜市中区山手町114,作中ではベイヒルズタワーになっているところ/港の見える丘公園
2192,魔法科高校の劣等生,神奈川県横浜市中区山下町,将輝が敵兵を引き取った場所/中華街玄武門
2193,魔法科高校の劣等生,東京都八王子市,第一高校
2194,魔法科高校の劣等生,兵庫県西宮市,第二高校
2195,魔法科高校の劣等生,石川県金沢市,第三高校
2196,魔法騎士レイアース,東京都港区芝公園4−2−8,背景に登場/東京タワー
2197,魔法少女大戦,静岡県静岡市葵区宮ケ崎町102-1,静岡浅間神社楼門/4話
2198,魔法少女大戦,静岡県静岡市葵区長沼500-12,バンダイホビーセンター周辺/5話
2199,魔法少女大戦,静岡県静岡市葵区長沼,東静岡駅周辺/5話
2200,魔法少女大戦,静岡県静岡市葵区長沼690,国道一号線にあるアプライド静岡店/5話
2201,魔法少女大戦,静岡県静岡市駿河区池田79-4,グランシップ/5話
2202,魔法少女大戦,静岡県静岡市葵区長沼716-11,NTTドコモ東海静岡ビル/5話
2203,魔法少女まどか☆マギカ,神奈川県横浜市西区みなとみらい,横浜みなとみらい/2話
2204,魔法少女まどか☆マギカ,東京都八王子市大塚,大塚橋/8話
2205,魔法少女まどか☆マギカ,埼玉県羽生市川崎2−281−3,イオンモール羽生/1話
2206,魔法少女まどか☆マギカ,,第1話 夢の中で会った、ような…に出てくる背景カット/シンガポール ヘリックス・ブリッジ
2207,魔法少女まどか☆マギカ,群馬県前橋市大手町3-14-1,美樹さやかと佐倉杏子が訪れる公園/7話/前橋公園
2208,魔法少女まどか☆マギカ,東京都八王子市松が谷40,松が谷駅/8話
2209,魔法少女まどか☆マギカ,東京都八王子市別所2丁目5 周辺,八王子市別所 秋葉台小入口交差点/8話
2210,魔法少女まどか☆マギカ,静岡県御殿場市深沢,アウトレット御殿場/4話
2211,魔法少女まどか☆マギカ,東京都立川市曙町2丁目,立川北駅/4話
2212,魔法少女まどか☆マギカ,東京都北区志茂5丁目41,赤羽 岩淵水門/4話
2213,魔法少女リリカルなのは,大阪府大阪市港区大阪,八神はやての出身地/大阪
2214,魔法少女リリカルなのは,イギリス,ギル・グレアム
2215,魔方陣ぐるぐる,東京都多摩市和田21,アニメ第1作制作を担当しているスタジオ/日本アニメーション
2216,魔法先生ねぎま！,埼玉県さいたま市西区宝来1716,麻帆良学園中央駅/全話共通/指扇駅
2217,魔法先生ねぎま！,埼玉県深谷市西島町3-1-8,麻帆良学園女子中等部/全話共通/深谷駅
2218,魔法先生ねぎま！,ﾁｪｺ,女子校の外観/全話共通/プラハ城
2219,魔法先生ねぎま！,埼玉県川越市,麻帆良学園都市/全話共通/川越市
2220,魔法先生ねぎま！,東京都荒川区東尾久7−2−10,ネギが寝泊まりしている女子寮/全話共通/首都大学東京
2221,魔法先生ねぎま！,東京都国立市中2−1,麻帆良学園/全話共通/一橋大学
2222,魔法遣いに大切なこと,北海道上川郡東神楽町東2線16,ソラが上京する時に利用した空港/1話/旭川空港
2223,魔法遣いに大切なこと,北海道上川郡美瑛町美田,マイルドセブンの丘/1話
2224,魔法遣いに大切なこと,北海道沙流郡日高町福満354-4,ソラの友人佐藤みちるの実家/1話/白井牧場
2225,魔法遣いに大切なこと,北海道上川郡美瑛町字大村村山1087−16,あるうのぱいん/1話
2226,魔法遣いに大切なこと,北海道上川郡美瑛町本町1丁目付近,美瑛駅北側踏切（旭川方面）/OP/美瑛駅北側踏切（旭川方面）
2227,魔法遣いに大切なこと,東京都千代田区霞が関3−2−2,文部科学省・金融庁周辺/2話/文部科学省
2228,魔法遣いに大切なこと,神奈川県鎌倉市腰越一丁目,鎌倉高校前-江ノ島電鉄/2話/鎌倉高校前
2229,魔法遣いに大切なこと,東京都世田谷区北沢二丁目,下北沢駅北口/2話/下北沢駅
2230,魔法遣いに大切なこと,東京都世田谷区北沢2丁目25−20,みずほ銀行北沢支店前/2話/みずほ銀行北沢支店
2231,魔法遣いに大切なこと,東京都世田谷区北沢3丁目26−2,ギャラリー HANA SHIMOKITAZAWA付近/2話/ギャラリー HANA 下北沢
2232,ママレード・ボーイ,神奈川県横浜市鶴見区大黒ふ頭,オープニングでキスをしている/ベイブリッジ
2233,マリア様がみてる,東京都三鷹市井の頭４丁目,井の頭公園
